character,text,start_time,end_time,location,time in ms
HAN,well you can forget your troubles with those imperial slugs i told you id outrun em,"00:59:39,950","00:59:44,450", MILLENNIUM FALCON ,7164400
HAN,dont everyone thank me at once,"00:59:48,420","00:59:50,500", MILLENNIUM FALCON ,7178920
HAN,anyway we should be at alderaan about ohtwohundred hours,"00:59:50,590","00:59:54,010", MILLENNIUM FALCON ,7184600
THREEPIO,now be careful artoo,"01:00:02,560","01:00:04,560", MILLENNIUM FALCON ,7120
THREEPIO,he made a fair move screaming about it wont help you,"01:00:13,940","01:00:16,530", MILLENNIUM FALCON ,30470
HAN,let him have it its not wise to upset a wookiee,"01:00:16,610","01:00:18,780", MILLENNIUM FALCON ,35390
THREEPIO,but sir nobody worries about upsetting a droid,"01:00:18,860","01:00:21,240", MILLENNIUM FALCON ,40100
HAN,thats cause droids dont pull peoples arms out of their socket when they lose wookiees are known to do that,"01:00:21,330","01:00:28,210", MILLENNIUM FALCON ,49540
THREEPIO,i see your point sir i suggest a new strategy artoo let the wookiee win,"01:00:29,920","01:00:35,510", MILLENNIUM FALCON ,65430
BEN,remember a jedi can feel the force flowing through him,"01:00:53,980","01:00:57,610", MILLENNIUM FALCON ,111590
LUKE,you mean it controls your actions,"01:00:58,360","01:01:00,700", MILLENNIUM FALCON ,119060
BEN,partially but it also obeys your commands,"01:01:00,780","01:01:02,700", MILLENNIUM FALCON ,123480
HAN,hokey religions and ancient weapons are no match for a good blaster at your side kid,"01:01:07,910","01:01:12,170", MILLENNIUM FALCON ,140080
LUKE,you dont believe in the force do you,"01:01:12,840","01:01:14,550", MILLENNIUM FALCON ,147390
HAN,kid ive flown from one side of this galaxy to the other ive seen a lot of strange stuff but ive never seen anything to make me believe theres one allpowerful force controlling everything theres no mystical energy field that controls my destiny,"01:01:15,380","01:01:29,810", MILLENNIUM FALCON ,165190
HAN,its all a lot of simple tricks and nonsense,"01:01:29,890","01:01:32,770", MILLENNIUM FALCON ,182660
BEN,i suggest you try it again luke,"01:01:32,860","01:01:35,730", MILLENNIUM FALCON ,188590
BEN,this time let go your conscious self and act on instinct,"01:01:37,440","01:01:44,160", MILLENNIUM FALCON ,201600
LUKE,with the blast shield down i cant even see how am i supposed to fight,"01:01:45,240","01:01:48,700", MILLENNIUM FALCON ,213940
BEN,your eyes can deceive you dont trust them,"01:01:48,790","01:01:51,250", MILLENNIUM FALCON ,220040
BEN,stretch out with your feelings,"01:02:00,630","01:02:02,970", MILLENNIUM FALCON ,243600
BEN,you see you can do it,"01:02:17,400","01:02:19,570", MILLENNIUM FALCON ,276970
HAN,i call it luck,"01:02:19,650","01:02:21,320", MILLENNIUM FALCON ,280970
BEN,in my experience theres no such thing as luck,"01:02:21,400","01:02:24,030", MILLENNIUM FALCON ,285430
HAN,look going good against remotes is one thing going good against the living thats something else,"01:02:24,110","01:02:29,450", MILLENNIUM FALCON ,293560
HAN,looks like were coming up on alderaan,"01:02:30,580","01:02:32,580", MILLENNIUM FALCON ,303160
LUKE,you know i did feel something i could almost see the remote,"01:02:35,920","01:02:38,630", MILLENNIUM FALCON ,314550
BEN,thats good you have taken your first step into a larger world,"01:02:38,710","01:02:43,130", MILLENNIUM FALCON ,321840
OFFICER CASS,our scout ships have reached dantooine they found the remains of a rebel base but they estimate that it has been deserted for some time they are now conducting an extensive search of the surrounding systems,"01:02:49,970","01:02:59,900", DEATH STAR ,349870
TARKIN,she lied she lied to us,"01:03:00,900","01:03:03,490", DEATH STAR ,364390
VADER,i told you she would never consciously betray the rebellion,"01:03:03,570","01:03:07,280", DEATH STAR ,370850
TARKIN,terminate her immediately,"01:03:08,620","01:03:10,410", DEATH STAR ,379030
HAN,stand by chewie here we go cut in the sublight engines,"01:03:13,750","01:03:16,460", MILLENNIUM FALCON ,390210
HAN,what the aw weve come out of hyperspace into a meteor shower some kind of asteroid collision its not on any of the charts,"01:03:19,130","01:03:29,510", MILLENNIUM FALCON ,408640
OFFICER,close all outboard shields close all outboard shields,"01:05:56,330","01:05:59,750", DEATH STAR ,716080
VOICE,weve captured a freighter entering the remains of the alderaan system its markings match those of a ship that blasted its way out of mos eisley,"01:06:02,500","01:06:09,420", DEATH STAR ,731920
VADER,they must be trying to return the stolen plans to the princess she may yet be of some use to us,"01:06:09,510","01:06:16,510", DEATH STAR ,746020
VOICE,unlock onefiveseven and nine release charges,"01:06:21,520","01:06:24,860", DEATH STAR ,766380
OFFICER,theres no one on board sir according to the log the crew abandoned ship right after takeoff it must be a decoy sir several of the escape pods have been jettisoned,"01:06:32,360","01:06:40,580", DEATH STAR ,792940
VADER,did you find any droids,"01:06:40,660","01:06:42,620", DEATH STAR ,803280
OFFICER,no sir if there were any on board they must also have jettisoned,"01:06:42,710","01:06:44,580", DEATH STAR ,807290
VADER,send a scanning crew on board i want every part of this ship checked,"01:06:44,670","01:06:48,170", DEATH STAR ,812840
OFFICER,yes sir,"01:06:48,250","01:06:49,510", DEATH STAR ,817760
VADER,i sense something a presence i havent felt since,"01:06:49,590","01:06:53,720", DEATH STAR ,823310
OFFICER,get me a scanning crew in here on the double i want every part of this ship checked,"01:06:56,430","01:06:59,850", DEATH STAR ,836280
LUKE,boy its lucky you had these compartments,"01:07:08,820","01:07:21,830", MILLENNIUM FALCON ,870650
HAN,i use them for smuggling i never thought id be smuggling myself in them this is ridiculous even if i could take off id never get past the tractor beam,"01:07:21,910","01:07:28,960", MILLENNIUM FALCON ,890870
BEN,leave that to me,"01:07:29,040","01:07:30,380", MILLENNIUM FALCON ,899420
HAN,damn fool i knew that you were going to say that,"01:07:30,460","01:07:33,510", MILLENNIUM FALCON ,903970
BEN,whos the more foolish the fool or the fool who follows him,"01:07:33,590","01:07:37,090", MILLENNIUM FALCON ,910680
TROOPER,the ships all yours if the scanners pick up anything report it immediately all right lets go,"01:07:46,690","01:07:53,440", DEATH STAR ,940130
HAN'S VOICE,hey down there could you give us a hand with this,"01:08:08,130","01:08:13,800", DEATH STAR ,981930
GANTRY OFFICER,txfouronetwo why arent you at your post txfouronetwo do you copy,"01:08:22,180","01:08:27,810", DEATH STAR ,1009990
GANTRY OFFICER,take over weve got a bad transmitter ill see what i can do,"01:08:39,820","01:08:42,780", DEATH STAR ,1042600
LUKE,you know between his howling and your blasting everything in sight its a wonder the whole station doesnt know were here,"01:09:00,590","01:09:05,140", DEATH STAR ,1085730
HAN,bring them on i prefer a straight fight to all this sneaking around,"01:09:05,220","01:09:08,520", DEATH STAR ,1093740
THREEPIO,we found the computer outlet sir,"01:09:08,600","01:09:10,400", DEATH STAR ,1099000
BEN,plug in he should be able to interpret the entire imperial computer network,"01:09:10,480","01:09:13,520", DEATH STAR ,1104000
THREEPIO,he says hes found the main computer to power the tractor beam thats holding the ship here hell try to make the precise location appear on the monitor,"01:09:24,700","01:09:31,170", DEATH STAR ,1135870
THREEPIO,the tractor beam is coupled to the main reactor in seven locations a power loss at one of the terminals will allow the ship to leave,"01:09:31,250","01:09:38,630", DEATH STAR ,1149880
BEN,i dont think you boys can help i must go alone,"01:09:41,390","01:09:44,640", DEATH STAR ,1166030
HAN,whatever you say ive done more that i bargained for on this trip already,"01:09:44,720","01:09:48,140", DEATH STAR ,1172860
BEN,they must be delivered safely or other star systems will suffer the same fate as alderaan your destiny lies along a different path than mine the force will be with you always,"01:09:57,530","01:10:07,910", DEATH STAR ,1205440
HAN,boy you said it chewie,"01:10:17,420","01:10:19,720", DEATH STAR ,1237140
HAN,where did you dig up that old fossil,"01:10:19,800","01:10:22,220", DEATH STAR ,1242020
LUKE,ben is a great man,"01:10:23,260","01:10:24,850", DEATH STAR ,1248110
HAN,yeah great at getting us into trouble,"01:10:24,930","01:10:27,890", DEATH STAR ,1252820
THREEPIO,princess leia,"01:10:45,070","01:10:46,780", DEATH STAR ,1291850
THREEPIO,level five detention block a atwenty three im afraid shes scheduled to be terminated,"01:11:01,800","01:11:04,470", DEATH STAR ,1326270
LUKE,oh no weve got to do something,"01:11:04,550","01:11:07,550", DEATH STAR ,1332100
HAN,what are you talking about,"01:11:07,640","01:11:10,100", DEATH STAR ,1337740
LUKE,the droid belongs to her shes the one in the message weve got to help her,"01:11:10,180","01:11:12,100", DEATH STAR ,1342280
HAN,now look dont get any funny ideas the old man wants us to wait right here,"01:11:12,180","01:11:15,060", DEATH STAR ,1347240
LUKE,but he didnt know she was here look will you just find a way back into the detention block,"01:11:15,150","01:11:18,440", DEATH STAR ,1353590
HAN,im not going anywhere,"01:11:18,520","01:11:20,980", DEATH STAR ,1359500
LUKE,theyre going to execute her look a few minutes ago you said you didnt want to just wait here to be captured now all you want to do is stay,"01:11:21,070","01:11:24,660", DEATH STAR ,1365730
HAN,marching into the detention area is not what i had in mind,"01:11:24,740","01:11:27,830", DEATH STAR ,1372570
LUKE,but theyre going to kill her,"01:11:27,910","01:11:30,740", DEATH STAR ,1378650
HAN,uh had a slight weapons malfunction but uh everythings perfectly all right now were fine were all fine here now thank you how are you,"01:15:28,320","01:15:33,990", DETENTION AREA,1862310
INTERCOM VOICE,were sending a squad up,"01:15:34,070","01:15:36,740", DETENTION AREA,1870810
HAN,uh uh negative we had a reactor leak here now give us a few minutes to lock it down large leak very dangerous,"01:15:37,740","01:15:44,920", DETENTION AREA,1882660
INTERCOM VOICE,who is this whats your operating number,"01:15:45,000","01:15:47,580", DETENTION AREA,1892580
HAN,boring conversation anyway,"01:15:50,000","01:15:53,470", DETENTION AREA,1903470
LUKE,what oh the uniform im luke skywalker im here to rescue you,"01:16:13,940","01:16:16,030", DEATH STAR ,1949970
TARKIN,the jedi are extinct their fire has gone out of the universe you my friend are all thats left of their religion,"01:16:45,810","01:16:48,400", DEATH STAR ,2014210
INTERCOM VOICE,governor tarkin we have an emergency alert in detention block a atwenty three,"01:16:50,480","01:16:53,980", DEATH STAR ,2024460
TARKIN,the princess put all sections on alert,"01:16:54,650","01:16:57,200", DEATH STAR ,2031850
VADER,obiwan is here the force is with him,"01:16:57,280","01:17:00,990", DEATH STAR ,2038270
TARKIN,if youre right he must not be allowed to escape,"01:17:01,070","01:17:03,910", DEATH STAR ,2044980
VADER,escape is not his plan i must face him alone,"01:17:03,990","01:17:07,500", DEATH STAR ,2051490
THREEPIO,i said all systems have been alerted to your presence sir the main entrance seems to be the only way in or out all other information on your level is restricted,"01:17:57,420","01:18:02,300", DEATH STAR ,2159720
TROOPER VOICE,open up in there,"01:18:02,390","01:18:04,970", DEATH STAR ,2167360
THREEPIO,oh no,"01:18:05,930","01:18:07,640", DEATH STAR ,2173570
LUKE,there isnt any other way out,"01:18:07,720","01:18:09,350", DEATH STAR ,2177070
HAN,i cant hold them off forever now what,"01:18:14,900","01:18:17,110", DEATH STAR ,2192010
LEIA,this is some rescue when you came in here didnt you have a plan for getting out,"01:18:17,190","01:18:20,740", DEATH STAR ,2197930
HAN,hes the brains sweetheart,"01:18:20,820","01:18:22,870", DEATH STAR ,2203690
LUKE,well i didnt,"01:18:22,950","01:18:24,700", DEATH STAR ,2207650
HAN,what the hell are you doing,"01:18:25,830","01:18:29,370", DEATH STAR ,2215200
HAN,get in there you big furry oaf i dont care what you smell get in there and dont worry about it,"01:18:40,840","01:18:49,600", DEATH STAR ,2250440
HAN,wonderful girl either im going to kill her or im beginning to like her get in there,"01:18:51,600","01:19:01,900", DEATH STAR ,2273500
HAN,oh the garbage chute was a really wonderful idea what an incredible smell youve discovered lets get out of here get away from there,"01:19:14,580","01:19:27,810", DEATH STAR ,2322390
HAN,absolutely your worship look i had everything under control until you led us down here you know its not going to take them long to figure out what happened to us,"01:19:41,490","01:19:46,870", DEATH STAR ,2368360
LEIA,it could be worse,"01:19:46,950","01:19:48,240", DEATH STAR ,2375190
HAN,its worse,"01:19:52,790","01:19:54,080", DEATH STAR ,2386870
LUKE,theres something alive in here,"01:19:54,160","01:19:57,250", DEATH STAR ,2391410
THREEPIO,oh all this excitement has overrun the circuits of my counterpart here if you dont mind id like to take him down to maintenance,"01:23:01,020","01:23:04,150", DEATH STAR ,2765170
TROOPER,all right,"01:23:04,230","01:23:05,810", DEATH STAR ,2770040
LUKE,where could he be threepio threepio will you come in,"01:23:25,080","01:23:30,210", DEATH STAR ,2815290
THREEPIO,they arent here something must have happened to them see if theyve been captured,"01:23:30,960","01:23:35,510", DEATH STAR ,2826470
THREEPIO,listen to them theyre dying artoo curse my metal body i wasnt fast enough its all my fault my poor master,"01:24:44,960","01:24:50,340", DEATH STAR ,2975300
LEIA,listen i dont know who you are or where you came from but from now on you do as i tell you okay,"01:26:05,910","01:26:08,750", DEATH STAR ,3134660
HAN,look your worshipfulness lets get one thing straight i take orders from one person me,"01:26:09,670","01:26:15,340", DEATH STAR ,3145010
LEIA,its a wonder youre still alive,"01:26:16,050","01:26:17,970", DEATH STAR ,3154020
LEIA,will somebody get this big walking carpet out of my way,"01:26:18,050","01:26:21,260", DEATH STAR ,3159310
HAN,no reward is worth this,"01:26:21,340","01:26:23,640", DEATH STAR ,3164980
FIRST TROOPER,do you know whats going on,"01:26:39,110","01:26:42,410", DEATH STAR ,3201520
LUKE,what good will it do us if he gets himself killed come on,"01:27:27,120","01:27:34,750", DEATH STAR ,3301870
LUKE,i think we took a wrong turn,"01:27:59,650","01:28:01,650", DEATH STAR ,3361300
LEIA,theres no lock,"01:28:06,620","01:28:07,530", DEATH STAR ,3374150
LUKE,that oughta hold it for a while,"01:28:11,620","01:28:14,540", DEATH STAR ,3386160
THREEPIO,where could they be,"01:29:38,960","01:29:41,000", DEATH STAR ,3559960
TROOPER,close the blast doors,"01:29:44,710","01:29:46,630", DEATH STAR ,3571340
TROOPER,open the blast doors open the blast doors,"01:29:53,760","01:29:56,230", DEATH STAR ,3589990
VADER,ive been waiting for you obiwan we meet again at last the circle is now complete,"01:30:14,580","01:30:21,830", DEATH STAR ,3636410
VADER,when i left you i was but the learner now i am the master,"01:30:21,920","01:30:26,590", DEATH STAR ,3648510
BEN,only a master of evil darth,"01:30:26,670","01:30:28,670", DEATH STAR ,3655340
VADER,your powers are weak old man,"01:30:48,990","01:30:51,280", DEATH STAR ,3700270
BEN,you cant win darth if you strike me down i shall become more powerful than you can possibly imagine,"01:30:51,360","01:30:58,500", DEATH STAR ,3709860
HAN,didnt we just leave this party,"01:31:05,960","01:31:35,370", DEATH STAR ,3761330
LEIA,you neednt worry about your reward if money is all that you love then thats what youll receive,"01:37:19,840","01:37:25,050", MILLENNIUM FALCON ,4484890
LEIA,your friend is quite a mercenary i wonder if he really cares about anything or anyone,"01:37:28,220","01:37:33,470", MILLENNIUM FALCON ,4501690
LUKE,i care,"01:37:34,560","01:37:36,060", MILLENNIUM FALCON ,4510620
LUKE,so what do you think of her han,"01:37:42,690","01:37:46,320", MILLENNIUM FALCON ,4529010
HAN,im trying not to kid,"01:37:46,400","01:37:48,280", MILLENNIUM FALCON ,4534680
HAN,still shes got a lot of spirit i dont know what do you think do you think a princess and a guy like me,"01:37:53,790","01:38:01,920", MILLENNIUM FALCON ,4555710
WILLARD,youre safe we had feared the worst,"01:38:50,260","01:38:53,470", MASSASSI ,4663730
DODONNA,the battle station is heavily shielded and carries a firepower greater than half the star fleet its defenses are designed around a direct large scale assault a small oneman fighter should be able to penetrate the outer defense,"01:39:24,540","01:39:53,740", MASSASSI ,4758280
GOLD LEADER,pardon me for asking sir but what good are snub fighters going to be against that,"01:39:55,490","01:39:59,290", MASSASSI ,4794780
DODONNA,well the empire doesnt consider a small oneman fighter to be any threat or theyd have a tighter defense an analysis of the plans provided by princess leia has demonstrated a weakness in the battle station,"01:39:59,370","01:40:13,340", MASSASSI ,4812710
DODONNA,the approach will not be easy you are required to maneuver straight down this trench and skim the surface to this point the target area is only two meters wide its a small thermal exhaust port right below the main port the shaft leads directly to the reactor system a precise hit will start a chain reaction which should destroy the station,"01:40:14,180","01:40:38,990", MASSASSI ,4853170
DODONNA,only a precise hit will set up a chain reaction the shaft is ray shielded so youll have to use proton torpedoes,"01:40:39,080","01:40:45,870", MASSASSI ,4884950
WEDGE,thats impossible even for a computer,"01:40:45,960","01:40:48,130", MASSASSI ,4894090
LUKE,its not impossible i used to bulls eye womp rats in my tsixteen back home theyre not much bigger than two meters,"01:40:48,210","01:40:54,510", MASSASSI ,4902720
DODONNA,man your ships and may the force be with you,"01:40:54,590","01:40:57,760", MASSASSI ,4912350
THREEPIO,you must repair him sir if any of my circuits or gears will help ill gladly donate them,"01:58:08,330","01:58:24,140", MASSASSI OUTPOST ,6992470
LUKE,hell be all right,"01:58:22,140","01:58:24,140", MASSASSI OUTPOST ,7006280
